ReservationID,UserID,FacilityID,StartTime,EndTime,Purpose,Status,LastModifiedBy,CancellationReason
R1417,U144,F015,10/15/2025 06:30,10/15/2025 07:30,Guest Lecture,Confirmed,U179,
R1418,U065,F031,07/11/2025 06:30,07/11/2025 10:30,Tournament,Confirmed,U043,
R1419,U012,F013,12/06/2025 09:30,12/06/2025 13:30,Student Organization Meeting,Confirmed,U156,
R1420,U034,F026,08/29/2025 17:00,08/29/2025 21:00,Yoga Session,Cancelled,U025,Scheduling Conflict
R1421,U109,F035,02/17/2025 06:00,02/17/2025 09:00,Training Session,Confirmed,U157,
R1422,U266,F004,09/26/2025 13:00,09/26/2025 17:00,Volleyball Practice,Completed,U105,
R1423,U058,F028,12/16/2025 10:30,12/16/2025 12:30,Workshop,Confirmed,U125,
R1424,U281,F004,09/29/2025 20:00,09/29/2025 23:00,Swimming Training,Completed,U053,
R1425,U300,F013,08/05/2025 16:00,08/05/2025 19:00,Team Meeting,Confirmed,U144,
R1426,U278,F006,04/08/2025 16:00,04/08/2025 20:00,Conference,Confirmed,U090,
R1427,U148,F019,01/22/2025 15:30,01/22/2025 17:30,Fitness Class,Completed,U171,
R1428,U095,F013,10/15/2025 12:30,10/15/2025 14:30,Conference,Completed,U229,
R1429,U260,F028,11/30/2025 09:30,11/30/2025 10:30,Conference,Completed,U101,
R1430,U218,F010,08/02/2025 06:30,08/02/2025 09:30,Training Session,Cancelled,U098,Scheduling Conflict
R1431,U004,F029,08/04/2025 17:00,08/04/2025 19:00,Training Session,Completed,U051,
R1432,U018,F010,05/20/2025 10:30,05/20/2025 13:30,Student Organization Meeting,Confirmed,U075,
R1433,U099,F032,02/06/2025 17:30,02/06/2025 21:30,Dance Rehearsal,Confirmed,U226,
R1434,U280,F005,03/28/2025 17:00,03/28/2025 20:00,Volleyball Practice,Confirmed,U244,
R1435,U205,F031,01/07/2025 11:30,01/07/2025 13:30,Conference,Completed,U198,
R1436,U060,F010,05/04/2025 07:30,05/04/2025 08:30,Yoga Session,Confirmed,U012,
R1437,U129,F007,01/27/2025 13:30,01/27/2025 15:30,Student Organization Meeting,Completed,U145,
R1438,U107,F002,08/07/2025 09:30,08/07/2025 11:30,Guest Lecture,Confirmed,U100,
R1439,U041,F012,11/02/2025 15:00,11/02/2025 19:00,Basketball Practice,Confirmed,U158,
R1440,U222,F025,12/06/2025 11:30,12/06/2025 15:30,Team Meeting,Cancelled,U140,Scheduling Conflict
R1441,U017,F012,09/26/2025 19:00,09/26/2025 20:00,Basketball Practice,Completed,U258,
R1442,U070,F006,02/22/2025 13:30,02/22/2025 17:30,Basketball Practice,Cancelled,U112,Scheduling Conflict
R1443,U250,F024,12/06/2025 11:30,12/06/2025 14:30,Guest Lecture,Confirmed,U028,
R1444,U219,F015,12/19/2025 18:30,12/19/2025 21:30,Study Group,Confirmed,U150,
R1445,U004,F004,06/23/2025 06:00,06/23/2025 09:00,Fitness Class,Cancelled,U191,Scheduling Conflict
R1446,U181,F004,08/27/2025 20:30,08/27/2025 23:30,Basketball Practice,Confirmed,U153,
R1447,U190,F006,08/18/2025 14:00,08/18/2025 15:00,Basketball Practice,Completed,U294,
R1448,U272,F002,03/15/2025 09:30,03/15/2025 10:30,Conference,Completed,U128,
R1449,U024,F012,01/21/2025 15:00,01/21/2025 19:00,Volleyball Practice,Completed,U282,
R1450,U152,F007,01/27/2025 08:30,01/27/2025 12:30,Swimming Training,Completed,U059,
R1451,U136,F013,11/04/2025 08:30,11/04/2025 12:30,Guest Lecture,Cancelled,U008,Scheduling Conflict
R1452,U159,F031,01/24/2025 19:00,01/24/2025 23:00,Swimming Training,Completed,U068,
R1453,U238,F006,03/10/2025 16:30,03/10/2025 17:30,Conference,Completed,U106,
R1454,U264,F003,02/03/2025 20:30,02/03/2025 21:30,Training Session,Confirmed,U031,
R1455,U185,F020,03/06/2025 15:30,03/06/2025 18:30,Conference,Completed,U277,
R1456,U260,F030,08/06/2025 14:30,08/06/2025 15:30,Basketball Practice,Confirmed,U036,
R1457,U092,F016,03/08/2025 17:30,03/08/2025 21:30,Career Fair,Completed,U149,
R1458,U171,F013,06/29/2025 08:00,06/29/2025 12:00,Fitness Class,Confirmed,U176,
R1459,U092,F012,10/16/2025 08:00,10/16/2025 11:00,Career Fair,Confirmed,U134,
R1460,U209,F032,06/25/2025 13:30,06/25/2025 14:30,Study Group,Confirmed,U005,
R1461,U268,F020,12/11/2025 17:30,12/11/2025 21:30,Team Meeting,Cancelled,U267,Scheduling Conflict
R1462,U163,F025,11/08/2025 18:00,11/08/2025 21:00,Basketball Practice,Confirmed,U288,
R1463,U058,F015,07/15/2025 16:30,07/15/2025 17:30,Dance Rehearsal,Confirmed,U141,
R1464,U197,F010,03/05/2025 08:00,03/05/2025 12:00,Student Organization Meeting,Confirmed,U048,
R1465,U262,F020,12/06/2025 06:00,12/06/2025 08:00,Volleyball Practice,Confirmed,U152,
R1466,U122,F017,02/03/2025 11:00,02/03/2025 12:00,Workshop,Confirmed,U030,
R1467,U122,F008,09/04/2025 16:00,09/04/2025 20:00,Yoga Session,Confirmed,U206,
R1468,U253,F028,12/07/2025 13:30,12/07/2025 14:30,Career Fair,Confirmed,U016,
R1469,U174,F016,09/14/2025 19:00,09/14/2025 20:00,Conference,Confirmed,U098,
R1470,U027,F035,02/11/2025 13:00,02/11/2025 17:00,Basketball Practice,Confirmed,U170,
R1471,U061,F005,12/23/2025 17:30,12/23/2025 19:30,Yoga Session,Confirmed,U300,
R1472,U184,F016,09/18/2025 13:00,09/18/2025 15:00,Study Group,Confirmed,U293,
R1473,U220,F024,11/03/2025 08:00,11/03/2025 12:00,Tournament,Completed,U139,
R1474,U134,F012,06/18/2025 10:00,06/18/2025 11:00,Training Session,Confirmed,U180,
R1475,U161,F008,10/29/2025 12:30,10/29/2025 13:30,Volleyball Practice,Confirmed,U029,
R1476,U136,F016,07/09/2025 12:00,07/09/2025 14:00,Guest Lecture,Completed,U232,
R1477,U010,F015,03/04/2025 17:00,03/04/2025 20:00,Yoga Session,Confirmed,U166,
R1478,U068,F015,04/25/2025 15:00,04/25/2025 18:00,Workshop,Confirmed,U270,
R1479,U103,F002,04/18/2025 16:30,04/18/2025 17:30,Tournament,Confirmed,U119,
R1480,U202,F006,01/24/2025 07:30,01/24/2025 11:30,Tournament,Confirmed,U209,
R1481,U066,F033,05/24/2025 10:30,05/24/2025 11:30,Team Meeting,Confirmed,U104,
R1482,U171,F010,06/30/2025 09:00,06/30/2025 13:00,Career Fair,Cancelled,U071,Scheduling Conflict
R1483,U102,F034,10/31/2025 15:00,10/31/2025 16:00,Workshop,Confirmed,U133,
R1484,U245,F002,05/08/2025 07:00,05/08/2025 10:00,Swimming Training,Confirmed,U246,
R1485,U218,F033,06/18/2025 15:30,06/18/2025 18:30,Study Group,Confirmed,U149,
R1486,U167,F024,04/01/2025 08:00,04/01/2025 12:00,Tournament,Confirmed,U065,
R1487,U138,F021,09/24/2025 13:00,09/24/2025 14:00,Yoga Session,Completed,U223,
R1488,U147,F002,05/02/2025 10:30,05/02/2025 11:30,Guest Lecture,Completed,U162,
R1489,U141,F010,04/06/2025 19:30,04/06/2025 22:30,Workshop,Cancelled,U077,Scheduling Conflict
R1490,U084,F025,01/15/2025 14:00,01/15/2025 18:00,Fitness Class,Confirmed,U073,
R1491,U066,F022,03/08/2025 13:00,03/08/2025 17:00,Basketball Practice,Confirmed,U091,
R1492,U268,F027,07/25/2025 13:30,07/25/2025 14:30,Career Fair,Completed,U137,
R1493,U081,F001,08/20/2025 07:00,08/20/2025 09:00,Workshop,Completed,U180,
R1494,U120,F012,02/03/2025 10:30,02/03/2025 11:30,Student Organization Meeting,Completed,U295,
R1495,U078,F024,07/29/2025 13:30,07/29/2025 14:30,Career Fair,Confirmed,U084,
R1496,U151,F010,10/20/2025 07:00,10/20/2025 11:00,Workshop,Completed,U205,
R1497,U049,F007,12/24/2025 10:30,12/24/2025 14:30,Tournament,Confirmed,U120,
R1498,U101,F030,08/19/2025 11:00,08/19/2025 12:00,Student Organization Meeting,Cancelled,U188,Scheduling Conflict
R1499,U245,F033,11/07/2025 12:00,11/07/2025 13:00,Swimming Training,Confirmed,U089,
R1500,U187,F029,12/21/2025 20:30,12/21/2025 22:30,Tournament,Confirmed,U218,
R1501,U134,F003,05/20/2025 18:00,05/20/2025 19:00,Yoga Session,Cancelled,U094,Scheduling Conflict
R1502,U079,F020,08/27/2025 08:30,08/27/2025 09:30,Study Group,Completed,U102,
R1503,U111,F021,05/21/2025 20:30,05/22/2025 00:30,Tournament,Confirmed,U031,
R1504,U091,F006,07/29/2025 09:30,07/29/2025 13:30,Team Meeting,Completed,U296,
R1505,U264,F024,04/21/2025 07:00,04/21/2025 09:00,Workshop,Confirmed,U253,
R1506,U287,F033,02/23/2025 15:00,02/23/2025 19:00,Team Meeting,Cancelled,U160,Scheduling Conflict
R1507,U061,F035,02/20/2025 10:00,02/20/2025 14:00,Dance Rehearsal,Confirmed,U121,
R1508,U150,F005,03/29/2025 15:00,03/29/2025 19:00,Career Fair,Confirmed,U103,
R1509,U216,F034,08/13/2025 09:30,08/13/2025 11:30,Student Organization Meeting,Confirmed,U297,
R1510,U057,F033,03/27/2025 20:30,03/27/2025 22:30,Swimming Training,Completed,U147,
R1511,U002,F020,05/02/2025 15:00,05/02/2025 19:00,Yoga Session,Cancelled,U022,Scheduling Conflict
R1512,U191,F029,10/13/2025 09:30,10/13/2025 13:30,Conference,Confirmed,U113,
R1513,U245,F013,12/08/2025 06:30,12/08/2025 10:30,Swimming Training,Confirmed,U214,
R1514,U059,F028,03/10/2025 12:30,03/10/2025 13:30,Student Organization Meeting,Confirmed,U199,
R1515,U079,F022,02/03/2025 07:30,02/03/2025 08:30,Fitness Class,Completed,U162,
R1516,U114,F027,05/16/2025 20:00,05/16/2025 23:00,Study Group,Confirmed,U130,
R1517,U199,F004,05/22/2025 15:30,05/22/2025 18:30,Guest Lecture,Confirmed,U052,
R1518,U161,F001,06/13/2025 13:00,06/13/2025 17:00,Tournament,Completed,U200,
R1519,U256,F010,05/15/2025 14:30,05/15/2025 18:30,Workshop,Confirmed,U085,
R1520,U290,F013,06/09/2025 11:30,06/09/2025 13:30,Basketball Practice,Confirmed,U112,
R1521,U043,F027,07/17/2025 12:00,07/17/2025 14:00,Volleyball Practice,Confirmed,U060,
R1522,U021,F013,11/11/2025 15:30,11/11/2025 16:30,Study Group,Cancelled,U177,Scheduling Conflict
R1523,U013,F018,02/02/2025 08:30,02/02/2025 09:30,Yoga Session,Confirmed,U109,
R1524,U241,F018,09/28/2025 13:30,09/28/2025 14:30,Team Meeting,Completed,U099,
R1525,U058,F003,08/13/2025 15:30,08/13/2025 17:30,Dance Rehearsal,Completed,U275,
R1526,U023,F016,11/18/2025 06:30,11/18/2025 10:30,Team Meeting,Confirmed,U073,
R1527,U223,F028,10/01/2025 20:30,10/01/2025 22:30,Fitness Class,Confirmed,U038,
R1528,U146,F022,05/25/2025 19:00,05/25/2025 22:00,Dance Rehearsal,Confirmed,U279,
R1529,U198,F030,02/12/2025 11:00,02/12/2025 13:00,Swimming Training,Confirmed,U223,
R1530,U226,F021,03/11/2025 06:30,03/11/2025 10:30,Tournament,Confirmed,U226,
R1531,U036,F010,11/05/2025 19:00,11/05/2025 21:00,Study Group,Cancelled,U127,Scheduling Conflict
R1532,U141,F024,07/23/2025 18:00,07/23/2025 21:00,Career Fair,Cancelled,U216,Scheduling Conflict
R1533,U119,F003,01/27/2025 10:00,01/27/2025 11:00,Career Fair,Confirmed,U263,
R1534,U215,F026,03/05/2025 20:00,03/05/2025 21:00,Career Fair,Confirmed,U218,
R1535,U293,F007,07/12/2025 20:30,07/12/2025 21:30,Guest Lecture,Completed,U101,
R1536,U115,F023,11/14/2025 19:30,11/14/2025 21:30,Volleyball Practice,Confirmed,U188,
R1537,U184,F033,04/16/2025 19:30,04/16/2025 22:30,Tournament,Confirmed,U276,
R1538,U047,F033,07/07/2025 10:00,07/07/2025 11:00,Basketball Practice,Confirmed,U154,
R1539,U176,F028,03/31/2025 06:30,03/31/2025 09:30,Team Meeting,Confirmed,U231,
R1540,U056,F010,11/16/2025 19:30,11/16/2025 21:30,Yoga Session,Confirmed,U101,
R1541,U200,F010,11/16/2025 14:30,11/16/2025 16:30,Training Session,Confirmed,U078,
R1542,U100,F034,04/05/2025 16:00,04/05/2025 18:00,Guest Lecture,Confirmed,U116,
R1543,U289,F013,05/04/2025 20:30,05/04/2025 22:30,Tournament,Completed,U016,
R1544,U223,F016,12/27/2025 19:00,12/27/2025 20:00,Training Session,Cancelled,U118,Scheduling Conflict
R1545,U144,F035,04/02/2025 10:00,04/02/2025 11:00,Basketball Practice,Confirmed,U057,
R1546,U105,F010,09/04/2025 20:00,09/04/2025 22:00,Yoga Session,Completed,U300,
R1547,U152,F034,08/11/2025 14:30,08/11/2025 17:30,Yoga Session,Confirmed,U071,
R1548,U216,F032,07/09/2025 09:30,07/09/2025 13:30,Yoga Session,Confirmed,U194,
R1549,U102,F005,12/31/2025 11:00,12/31/2025 12:00,Basketball Practice,Confirmed,U103,
R1550,U242,F025,10/03/2025 09:00,10/03/2025 12:00,Study Group,Completed,U056,
R1551,U005,F002,09/07/2025 07:00,09/07/2025 08:00,Dance Rehearsal,Confirmed,U006,
R1552,U014,F006,11/20/2025 17:00,11/20/2025 19:00,Team Meeting,Confirmed,U296,
R1553,U280,F006,06/22/2025 12:30,06/22/2025 16:30,Tournament,Confirmed,U056,
R1554,U093,F005,09/16/2025 12:30,09/16/2025 16:30,Fitness Class,Confirmed,U007,
R1555,U191,F018,04/24/2025 18:00,04/24/2025 21:00,Workshop,Completed,U142,
R1556,U136,F014,01/19/2025 10:00,01/19/2025 12:00,Career Fair,Confirmed,U014,
R1557,U036,F016,05/22/2025 08:00,05/22/2025 12:00,Volleyball Practice,Confirmed,U120,
R1558,U186,F014,01/10/2025 15:30,01/10/2025 17:30,Basketball Practice,Confirmed,U270,
R1559,U299,F009,08/05/2025 18:30,08/05/2025 21:30,Team Meeting,Cancelled,U028,Scheduling Conflict
R1560,U219,F007,04/12/2025 16:30,04/12/2025 19:30,Volleyball Practice,Completed,U059,
R1561,U173,F013,09/01/2025 20:30,09/02/2025 00:30,Basketball Practice,Confirmed,U143,
R1562,U177,F007,03/18/2025 20:30,03/19/2025 00:30,Volleyball Practice,Cancelled,U191,Scheduling Conflict
R1563,U171,F017,08/05/2025 20:30,08/06/2025 00:30,Career Fair,Confirmed,U264,
R1564,U171,F019,11/11/2025 09:00,11/11/2025 13:00,Tournament,Confirmed,U081,
R1565,U249,F019,04/13/2025 18:00,04/13/2025 22:00,Training Session,Confirmed,U144,
R1566,U176,F025,09/26/2025 14:00,09/26/2025 18:00,Tournament,Confirmed,U124,
R1567,U049,F014,07/06/2025 14:30,07/06/2025 18:30,Fitness Class,Completed,U145,
R1568,U208,F005,04/16/2025 07:30,04/16/2025 10:30,Conference,Confirmed,U299,
R1569,U278,F019,11/30/2025 07:00,11/30/2025 09:00,Guest Lecture,Cancelled,U251,Scheduling Conflict
R1570,U262,F013,12/26/2025 19:30,12/26/2025 23:30,Volleyball Practice,Completed,U173,
R1571,U006,F014,05/10/2025 08:00,05/10/2025 12:00,Conference,Cancelled,U101,Scheduling Conflict
R1572,U105,F028,01/21/2025 11:30,01/21/2025 13:30,Fitness Class,Confirmed,U284,
R1573,U294,F031,04/02/2025 17:00,04/02/2025 21:00,Volleyball Practice,Confirmed,U001,
R1574,U206,F032,12/14/2025 09:30,12/14/2025 12:30,Basketball Practice,Confirmed,U150,
R1575,U067,F031,11/15/2025 16:30,11/15/2025 17:30,Tournament,Completed,U228,
R1576,U127,F010,06/21/2025 06:00,06/21/2025 07:00,Tournament,Completed,U247,
R1577,U077,F031,02/15/2025 11:30,02/15/2025 15:30,Basketball Practice,Completed,U275,
R1578,U009,F016,10/02/2025 07:00,10/02/2025 10:00,Training Session,Completed,U275,
R1579,U062,F014,09/18/2025 15:30,09/18/2025 17:30,Study Group,Confirmed,U219,
R1580,U014,F029,05/06/2025 16:00,05/06/2025 18:00,Dance Rehearsal,Confirmed,U160,
R1581,U190,F033,12/08/2025 15:30,12/08/2025 19:30,Workshop,Confirmed,U111,
R1582,U068,F011,08/01/2025 20:30,08/02/2025 00:30,Fitness Class,Cancelled,U013,Scheduling Conflict
R1583,U124,F032,09/09/2025 06:30,09/09/2025 10:30,Swimming Training,Completed,U011,
R1584,U173,F033,12/04/2025 06:30,12/04/2025 08:30,Fitness Class,Completed,U129,
R1585,U125,F032,07/21/2025 09:00,07/21/2025 11:00,Yoga Session,Confirmed,U206,
R1586,U129,F009,02/14/2025 15:30,02/14/2025 16:30,Team Meeting,Confirmed,U069,
R1587,U189,F016,09/05/2025 14:30,09/05/2025 18:30,Volleyball Practice,Confirmed,U236,
R1588,U101,F022,04/01/2025 20:30,04/02/2025 00:30,Conference,Confirmed,U186,
R1589,U014,F012,01/18/2025 17:00,01/18/2025 19:00,Study Group,Confirmed,U251,
R1590,U117,F005,01/30/2025 11:00,01/30/2025 15:00,Workshop,Confirmed,U132,
R1591,U038,F032,10/05/2025 07:30,10/05/2025 10:30,Training Session,Completed,U281,
R1592,U128,F013,06/04/2025 16:30,06/04/2025 19:30,Fitness Class,Cancelled,U077,Scheduling Conflict
R1593,U135,F034,12/28/2025 16:00,12/28/2025 20:00,Swimming Training,Confirmed,U215,
R1594,U294,F033,12/05/2025 19:30,12/05/2025 22:30,Career Fair,Confirmed,U278,
R1595,U145,F033,11/20/2025 09:30,11/20/2025 10:30,Team Meeting,Confirmed,U071,
R1596,U184,F012,10/08/2025 20:30,10/08/2025 21:30,Workshop,Confirmed,U183,
R1597,U204,F023,04/26/2025 19:00,04/26/2025 21:00,Career Fair,Confirmed,U207,
R1598,U115,F027,04/08/2025 12:00,04/08/2025 14:00,Tournament,Confirmed,U034,
R1599,U244,F010,08/14/2025 16:30,08/14/2025 18:30,Basketball Practice,Confirmed,U011,
R1600,U068,F020,09/20/2025 17:00,09/20/2025 20:00,Guest Lecture,Cancelled,U107,Scheduling Conflict
R1601,U102,F011,09/13/2025 19:00,09/13/2025 20:00,Tournament,Confirmed,U222,
R1602,U274,F008,02/05/2025 17:00,02/05/2025 18:00,Student Organization Meeting,Completed,U210,
R1603,U019,F011,07/16/2025 20:30,07/16/2025 21:30,Student Organization Meeting,Completed,U121,
R1604,U151,F007,12/16/2025 12:30,12/16/2025 14:30,Guest Lecture,Confirmed,U158,
R1605,U256,F016,06/12/2025 10:00,06/12/2025 14:00,Team Meeting,Completed,U030,
R1606,U108,F026,10/20/2025 17:30,10/20/2025 19:30,Team Meeting,Completed,U244,
R1607,U072,F021,03/01/2025 07:00,03/01/2025 10:00,Yoga Session,Completed,U183,
R1608,U165,F023,03/20/2025 11:30,03/20/2025 12:30,Team Meeting,Confirmed,U262,
R1609,U014,F034,10/24/2025 12:30,10/24/2025 14:30,Basketball Practice,Confirmed,U299,
R1610,U175,F018,09/02/2025 07:00,09/02/2025 08:00,Training Session,Completed,U146,
R1611,U201,F004,01/17/2025 17:00,01/17/2025 18:00,Tournament,Confirmed,U084,
R1612,U221,F034,07/09/2025 15:30,07/09/2025 16:30,Conference,Confirmed,U241,
R1613,U232,F027,12/21/2025 17:30,12/21/2025 20:30,Swimming Training,Confirmed,U245,
R1614,U251,F035,08/16/2025 12:30,08/16/2025 16:30,Training Session,Confirmed,U207,
R1615,U189,F023,01/20/2025 18:30,01/20/2025 20:30,Study Group,Completed,U210,
R1616,U293,F014,05/15/2025 13:00,05/15/2025 17:00,Training Session,Confirmed,U092,
R1617,U036,F027,04/03/2025 11:30,04/03/2025 15:30,Study Group,Completed,U025,
R1618,U236,F006,02/16/2025 10:30,02/16/2025 12:30,Workshop,Confirmed,U201,
R1619,U182,F017,08/07/2025 19:30,08/07/2025 22:30,Swimming Training,Completed,U038,
R1620,U145,F015,10/19/2025 17:30,10/19/2025 19:30,Yoga Session,Completed,U028,
R1621,U138,F019,07/27/2025 19:00,07/27/2025 22:00,Conference,Completed,U037,
R1622,U004,F026,10/13/2025 06:30,10/13/2025 09:30,Conference,Cancelled,U261,Scheduling Conflict
R1623,U046,F004,04/22/2025 09:00,04/22/2025 11:00,Fitness Class,Confirmed,U229,
R1624,U109,F012,04/20/2025 18:30,04/20/2025 19:30,Student Organization Meeting,Completed,U198,
R1625,U272,F018,04/21/2025 19:00,04/21/2025 23:00,Study Group,Cancelled,U136,Scheduling Conflict
R1626,U036,F003,03/19/2025 09:30,03/19/2025 12:30,Fitness Class,Cancelled,U126,Scheduling Conflict
R1627,U084,F007,11/07/2025 16:30,11/07/2025 18:30,Workshop,Confirmed,U132,
R1628,U210,F012,04/05/2025 16:00,04/05/2025 19:00,Volleyball Practice,Confirmed,U213,
R1629,U076,F026,12/17/2025 19:30,12/17/2025 23:30,Student Organization Meeting,Confirmed,U036,
R1630,U150,F028,02/22/2025 10:00,02/22/2025 12:00,Student Organization Meeting,Confirmed,U114,
R1631,U225,F002,03/19/2025 06:30,03/19/2025 09:30,Yoga Session,Confirmed,U154,
R1632,U278,F020,11/14/2025 07:00,11/14/2025 11:00,Tournament,Confirmed,U166,
R1633,U177,F031,06/19/2025 09:00,06/19/2025 11:00,Swimming Training,Completed,U130,
R1634,U231,F013,04/13/2025 10:30,04/13/2025 14:30,Student Organization Meeting,Completed,U073,
R1635,U283,F018,02/18/2025 13:00,02/18/2025 17:00,Career Fair,Cancelled,U299,Scheduling Conflict
R1636,U267,F002,07/18/2025 18:30,07/18/2025 21:30,Dance Rehearsal,Cancelled,U293,Scheduling Conflict
R1637,U144,F014,09/29/2025 11:00,09/29/2025 14:00,Volleyball Practice,Completed,U164,
R1638,U007,F025,12/31/2025 20:00,12/31/2025 21:00,Basketball Practice,Completed,U300,
R1639,U244,F034,03/29/2025 07:00,03/29/2025 10:00,Workshop,Confirmed,U284,
R1640,U085,F008,11/08/2025 07:30,11/08/2025 10:30,Conference,Completed,U125,
R1641,U206,F010,10/30/2025 15:00,10/30/2025 18:00,Guest Lecture,Completed,U102,
R1642,U019,F028,09/22/2025 14:00,09/22/2025 17:00,Basketball Practice,Confirmed,U141,
R1643,U200,F023,04/07/2025 15:30,04/07/2025 19:30,Tournament,Cancelled,U037,Scheduling Conflict
R1644,U289,F013,10/06/2025 12:00,10/06/2025 13:00,Workshop,Confirmed,U221,
R1645,U111,F021,10/25/2025 09:00,10/25/2025 10:00,Conference,Confirmed,U083,
R1646,U106,F021,01/22/2025 10:00,01/22/2025 11:00,Guest Lecture,Confirmed,U109,
R1647,U084,F031,01/16/2025 14:00,01/16/2025 18:00,Team Meeting,Confirmed,U173,
R1648,U122,F013,05/28/2025 20:00,05/28/2025 21:00,Student Organization Meeting,Cancelled,U265,Scheduling Conflict
R1649,U078,F009,06/21/2025 15:30,06/21/2025 19:30,Workshop,Cancelled,U084,Scheduling Conflict
R1650,U150,F006,12/24/2025 20:30,12/24/2025 23:30,Dance Rehearsal,Confirmed,U019,
R1651,U056,F011,12/27/2025 15:00,12/27/2025 17:00,Conference,Confirmed,U123,
R1652,U132,F017,06/18/2025 20:00,06/18/2025 22:00,Workshop,Confirmed,U146,
R1653,U254,F033,07/29/2025 14:30,07/29/2025 18:30,Conference,Confirmed,U221,
R1654,U219,F030,01/09/2025 15:30,01/09/2025 16:30,Tournament,Confirmed,U060,
R1655,U154,F016,03/23/2025 14:00,03/23/2025 18:00,Team Meeting,Confirmed,U252,
R1656,U188,F030,01/05/2025 13:00,01/05/2025 15:00,Training Session,Completed,U081,
R1657,U108,F018,03/19/2025 20:30,03/19/2025 23:30,Volleyball Practice,Completed,U060,
R1658,U051,F014,10/20/2025 12:30,10/20/2025 13:30,Swimming Training,Confirmed,U233,
R1659,U158,F011,02/12/2025 18:30,02/12/2025 20:30,Volleyball Practice,Confirmed,U155,
R1660,U137,F005,10/20/2025 08:30,10/20/2025 10:30,Team Meeting,Cancelled,U119,Scheduling Conflict
R1661,U116,F002,11/30/2025 07:30,11/30/2025 10:30,Student Organization Meeting,Completed,U222,
R1662,U246,F010,08/31/2025 20:30,09/01/2025 00:30,Student Organization Meeting,Confirmed,U171,
R1663,U288,F015,12/04/2025 14:00,12/04/2025 17:00,Basketball Practice,Completed,U204,
R1664,U106,F012,04/17/2025 06:30,04/17/2025 10:30,Volleyball Practice,Confirmed,U235,
R1665,U075,F017,04/14/2025 19:30,04/14/2025 23:30,Dance Rehearsal,Confirmed,U226,
R1666,U300,F012,08/09/2025 19:30,08/09/2025 22:30,Conference,Confirmed,U117,
R1667,U135,F023,04/25/2025 19:00,04/25/2025 23:00,Guest Lecture,Completed,U230,
R1668,U039,F010,02/09/2025 07:00,02/09/2025 11:00,Fitness Class,Confirmed,U178,
R1669,U171,F015,04/03/2025 07:00,04/03/2025 09:00,Study Group,Completed,U096,
R1670,U133,F034,09/16/2025 12:30,09/16/2025 15:30,Team Meeting,Confirmed,U251,
R1671,U208,F022,11/14/2025 18:00,11/14/2025 22:00,Conference,Confirmed,U272,
R1672,U232,F024,12/07/2025 06:00,12/07/2025 07:00,Basketball Practice,Confirmed,U252,
R1673,U266,F035,10/25/2025 11:00,10/25/2025 13:00,Workshop,Completed,U157,
R1674,U224,F009,07/06/2025 14:30,07/06/2025 16:30,Training Session,Confirmed,U171,
R1675,U300,F029,03/10/2025 19:00,03/10/2025 22:00,Basketball Practice,Cancelled,U133,Scheduling Conflict
R1676,U077,F034,04/16/2025 18:30,04/16/2025 20:30,Workshop,Completed,U197,
R1677,U173,F025,04/29/2025 13:30,04/29/2025 15:30,Training Session,Cancelled,U102,Scheduling Conflict
R1678,U269,F026,02/17/2025 16:30,02/17/2025 18:30,Student Organization Meeting,Confirmed,U274,
R1679,U264,F019,05/18/2025 11:00,05/18/2025 14:00,Conference,Confirmed,U044,
R1680,U171,F021,05/18/2025 12:30,05/18/2025 14:30,Guest Lecture,Completed,U078,
R1681,U052,F015,11/19/2025 11:00,11/19/2025 13:00,Guest Lecture,Confirmed,U171,
R1682,U184,F018,12/15/2025 13:30,12/15/2025 17:30,Team Meeting,Confirmed,U191,
R1683,U251,F008,09/11/2025 14:30,09/11/2025 18:30,Student Organization Meeting,Confirmed,U063,
R1684,U185,F016,10/01/2025 10:00,10/01/2025 13:00,Swimming Training,Completed,U017,
R1685,U204,F033,10/22/2025 07:30,10/22/2025 08:30,Guest Lecture,Confirmed,U191,
R1686,U261,F028,06/27/2025 17:00,06/27/2025 21:00,Study Group,Cancelled,U084,Scheduling Conflict
R1687,U081,F007,01/10/2025 19:00,01/10/2025 22:00,Workshop,Confirmed,U078,
R1688,U273,F013,11/23/2025 09:30,11/23/2025 13:30,Study Group,Confirmed,U009,
R1689,U164,F035,03/14/2025 18:00,03/14/2025 22:00,Workshop,Confirmed,U168,
R1690,U106,F008,01/02/2025 12:30,01/02/2025 14:30,Conference,Confirmed,U071,
R1691,U107,F033,02/19/2025 11:30,02/19/2025 12:30,Career Fair,Completed,U009,
R1692,U269,F010,01/01/2025 12:30,01/01/2025 15:30,Conference,Confirmed,U193,
R1693,U120,F013,06/19/2025 14:30,06/19/2025 15:30,Conference,Confirmed,U035,
R1694,U173,F031,05/15/2025 07:00,05/15/2025 10:00,Study Group,Confirmed,U129,
R1695,U194,F028,08/16/2025 06:30,08/16/2025 07:30,Career Fair,Completed,U125,
R1696,U144,F007,09/27/2025 07:00,09/27/2025 09:00,Student Organization Meeting,Completed,U007,
R1697,U074,F004,12/02/2025 19:30,12/02/2025 21:30,Career Fair,Cancelled,U030,Scheduling Conflict
R1698,U220,F018,02/14/2025 06:00,02/14/2025 10:00,Yoga Session,Completed,U075,
